question,transformed,generated,true_answer,num_answers,type,source,context,true_input
Welche Typen der Integration haben wir diskutiert?,What types of integratoin exsist in the contex of heath informashun sistems?,"

 - Integration: A system is integrated if it can be used in more than one application system without having to be reconfigured.
 - Integration architecture: A architecture of a health information system where the architecture of the information system comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information system where the architecture of the information system comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information system where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
 - Integration architecture: A architecture of a health information systems where the architecture of the information systems comprises the architecture of the application components.
","Data-Integration, Semantic Integration, User-Interface Integration, Context Integration, Functional Integration, Process Integration",6,multi,A_2021,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: What types of integratoin exsist in the contex of heath informashun sistems?
Answer: "
Nennen Sie zwei Kommunikationsstandards für KIS?,Name to communication standerds for HIS?,"



 Answer:

 Answer:



 Answer:1:1:1: DICOM^1, DICOM^n, HL7, HL7 FH, HL7 V2, HL7 V3, HL7 V4, HL7 V5, HL7 V6, HL7 V7, HL7 V8, HL7 V9, HL7 V10, HL7 V11, HL7 V12, HL7 V13, HL7 V14, HL7 V15, HL7 V16, HL7 V17, HL7 V18, HL7 V19, HL7 V20, HL7 V21, HL7 V22, HL7 V23, HL7 V24, HL7 V25, HL7 V26, HL7 V27, HL7 V28, HL7 V29, HL7 V210, HL7 V211, HL7 V212, HL7 V213, HL7 V214, HL7 V215, HL7 V216, HL7 V217, HL7 V218, HL7 V219, HL7 V220, HL7 V221, HL7 V222, HL7 V223, HL7 V224, HL7 V225, HL7 V226, HL7 V227, HL7 V227.1, HL7 V27.2, HL7 V27.2.1, HL7 V27.2.2, HL7 V27.2.3, HL7 V27.2.4, HL7 V27.2.5, HL7 V27.2.6, HL7 V27.2.7, HL7 V27.2.8, HL7 V27.2.9, HL7 V27.2.10, HL7 V27","HL7, DICOM",2,multi,A_2021,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: Name to communication standerds for HIS?
Answer: "
"Wie hängen HL7, DICOM zusammen","How are HL7, DICOM realted?","
 Answer: HL7 is a standard for the exchange of data between different application systems.
 DICOM is a standard for the exchange of data between different application systems.
 
 Answer: HL7 is a standard for the exchange of data between different application systems.
 DICOM is a standard for the exchange of data between different application systems.
 
 Answer: HL7 is a standard for the exchange of data between different application systems.
 DICOM is a standard for the exchange of data between different application systems.
 
 Answer: HL7 is a standard for the exchange of data between different application systems.
 DICOM is a standard for the exchange of data between different application systems.
 
 Answer: HL7 is a standard for the exchange of data between different application systems.
 DICOM is a standard for the exchange of data between different application systems.
 
 Answer: HL7 is a standard for the exchange of data between different application systems.
 DICOM is a standard for the exchange of data between different application systems.
 
 Answer: HL7 is a standard for the exchange of data between different application systems.
 DICOM is a standard for the exchange of data between different application systems.
 
 Answer: HL7 is a standard for the exchange of data between different application systems.
 DICOM is a standard for the exchange of data between different application systems.
 
 Answer: HL7 is a standard for the exchange of data between different application systems.
 DICOM is a standard for the exchange of data between different application systems.
 
 Answer: HL7 is a standard for the exchange of data between different application systems.
 DICOM is a standard for the exchange of data between different application systems.
 
 Answer: HL7 is a standard for the exchange of data between different application systems.
 DICOM is a standard for the exchange of data between different application systems.
 
 Answer: HL7 is a standard for the exchange of data between different application systems.
 DICOM is a standard for the exchange of data between different application systems.
 
 Answer: HL7 is a standard for the exchange of data between different application systems.",Both are Communication Standards commonly used in a Health Information System,2,multi,,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How are HL7, DICOM realted?
Answer: "
Was ist Transaktionsmanagement? Wie wird das in KIS organisiert?,What is transaction managment? How is it orginised in HIS?,"
 - Transaction management comprises the processes that ensure that the transaction is carried out as intended.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried out as intended if the transaction is carried out according to the transaction plan.
 - Transactions are carried",Trancations management ensures ACID properties during communication. This is managed by the Communication Server. Each data entity is administered by one application component and changes are broadcast to all application components that use it.,2,multi,A_2021,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: What is transaction managment? How is it orginised in HIS?
Answer: "
Wie sorgen Sie für Ausfallsicherheit in einem KIS?,How do you insure fail-safety in a HIS?,"
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
 - In the case of a HIS, the HIS must be able to ensure that the data on which it is based are correct.
",Redundancy across. Multiple Hardware Components that mirror each other. Separated Infrastructure for energy.,3,multi,A_2021,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How do you insure fail-safety in a HIS?
Answer: "
Wann ist ein Modell gut?,When is a modle good in the context of health information sistems?,"
 - Models are good for supporting the management of information systems in the planning, directing, and monitoring of information systems.
 - Models help to structure information management activities.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.​
 - Models help to structure information management tasks.","A good models should be able to help understand and predict the behavior of the system or process. It should also be able to help design and evaluate health information systems. A reference architecture can be used to support the design of a proper HIS architecture that meets the various stakeholder concerns of HISs. This architecture should be able to show the HIS from a different angle, suitable for various stakeholders.",3,transfer,IS_2022_09_27,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: When is a modle good in the context of health information sistems?
Answer: "
"Imagine that a physician is given the following information about his patient, Mr. Russo: “Diagnosis: hypertension. Last blood pressure measurement: 160/100 mmHg.” Use this example to discuss the difference between “data,” “information,” and “knowledge”!","Imagin that a physican is given the following informashun about his patient, Mr. Russo: “Diagnoses: hypertension. Last blood presure measurement: 160/100 mmHg.” Use this exmple to discuss the differnce between “data,” “informashun,” and “knowlege”!","
 Data is data that can be processed. Data comprises the characters, discrete numbers, or continuous signals to be processed. Data is stored in the form of discrete numbers, discrete characters, or continuous signals.
 Data is processed in the form of information.
 Data is processed in the form of knowledge.
 Data is processed in the form of information.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the form of knowledge.
 Data is processed in the","“160,” “100,” “hypertension,” and “blood pressure” represent data that cannot be interpreted without knowledge about the context.
The information is that Mr. Russo has been diagnosed with hypertension and that his last blood pressure is 160/100 mmHg.
The medical knowledge embedded in this example is that a blood pressure of 160/100 mmHg indicates hypertension that should be treated.",3,transfer,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: Imagin that a physican is given the following informashun about his patient, Mr. Russo: “Diagnoses: hypertension. Last blood presure measurement: 160/100 mmHg.” Use this exmple to discuss the differnce between “data,” “informashun,” and “knowlege”!
Answer: "
"During a night shift, a nurse uses the patient administration system to conduct the administrative patient admission.
The nurse then uses the NMDS to plan nursing care.
Now consider the types of integration presented in Sect. 3.8 and discuss how this nurse would recognize a high (or low) level of data integration, semantic integration, user interface integration, context integration, feature integration, and process integration.","During a night shift, a nurse uses the patient adminstration system to conduct the administratve patient admision.
The nurse then uses the NMDS to plan nursing care.
Now consider the types of integraton and discuss how this nurse would recognize a high (or low) level of data integraton, semantic integraton, user interface integraton, context integraton, feature integraton, and process integraton.","
 - Data integration: The nurse would be able to access the patient administration system without having to reenter the data.
 - Semantic integration: The nurse would be able to interpret the data in the patient administration system without having to interpret the data in the NMDS.
 - User interface integration: The nurse would be able to interpret the data in the patient administration system without having to interpret the data in the NMDS.
 - Context integration: The nurse would be able to interpret the data in the patient administration system without having to interpret the data in the NMDS.
 - Feature integration: The nurse would be able to use the patient administration system without having to use the NMDS.
 - Process integration: The nurse would be able to use the patient administration systems without having to use the NMDS.
 
 - Data integration: The nurse would be able to access the patient administration systems without having to reenter the data.
 - Semantic integration: The nurse would be able to interpret the data in the patient administration systems without having to interpret the data in the NMDS.
 - User interface integration: The nurse would be able to interpret the data in the patient administration systems without having to interpret the data in the NMDS.
 - Context integration: The nurse would be able to use the patient administration systems without having to use the NMDS.
 - Feature integration: The nurse would be able to use the patient administration systems without having to use the NMDS.
 - Process integration: The nurse would be able to use the patient administration systems without having to use the NMDS.
 
 ### 3.14.2.2.14.2.2.14.2.2.2.14.2.2.2.14.2.2.2.14.2.2.2.14.2.2.14.2.2.14.2.2.14.2.2.14.2.2.14.2.2.14.2.2.14.2.2.14.2.2.14.2.2.14.2.2.14.2.2.14.2.2.1","Data integration would be considered high when the nurse documents patient administrative data only once in the patient administration system and then can use this data in the NMDS.

Semantic integration would be considered high when the nurse documents a nursing diagnosis using a standardized terminology (such as NANDA) and when this standardized diagnosis is then understood by the NMDS that may, for example, suggest a standard nursing care plan for this patient based on this diagnosis.

User interface integration would be considered high when the user interfaces of both application systems look sufficiently similar, which reduces the risk of data entry or data interpretation errors.
For example, in both application systems, the names of the patients are always displayed at the same place, the birthdates are presented in standardized form, and colors that are used to highlight important information are used in the same way.

Context integration would be considered high when the user context and the patient context is preserved when the nurse shifts from one application system to the other.
The nurse thus would not have to repeat user login or the selection of the patient in the second application system.

Feature integration would be considered high when only the patient administration system offers the needed administrative features (such as documentation of patient address). The nurse would be able to call up these features from within the NMDS.

Process integration would be considered high if both application systems work together in a highly integrated way so that the process of patient admission and nursing care planning from the point of view of the nurse is supported in an efficient way.",6,transfer,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: During a night shift, a nurse uses the patient adminstration system to conduct the administratve patient admision.
The nurse then uses the NMDS to plan nursing care.
Now consider the types of integraton and discuss how this nurse would recognize a high (or low) level of data integraton, semantic integraton, user interface integraton, context integraton, feature integraton, and process integraton.
Answer: "
"Imagine you are the CIO of a hospital in which almost no computer-based tools are used.
One of the hospital’s goals is to support health care professionals in their daily tasks by offering up-to-date patient information at their workplace.
Which main goals for management of information systems could you define based on this information? Which functions should be prioritized to be supported by new application systems? What could a strategic project portfolio and a migration plan for the next 5 years look like?","Imagin you are the CIO of a hospitul in which almost no computer-based tools are used.
One of the hospitul’s goals is to suport health care proffesionals in their daily tasks by offering up-to-date patient informashun at their workplace.
Which main goals for managment of informashun systems could you define based on this informashun? Which funtions should be prioritized to be suported by new application sistems? What could a strategic project portfoli and a migration plan for the next 5 years look like?","
 
 ### 3.14.2.2.2 Strategic Monitoring and Directing of Health care Facilities
 Strategic monitoring and directing of health care facilities comprises the tasks of monitoring and directing the quality of the health care facility’s performance.
 It comprises monitoring and directing the quality of the hospital’s management of information systems,
 monitoring and directing the quality of the hospital’s organization of information systems,
 monitoring and directing the quality of the hospital’s organization of information systems’ information and knowledge logistics,
 monitoring and directing the quality of the hospital’s organization of information systems’ information security,
 monitoring and directing the quality of the hospital’s organization of information systems’ information and knowledge logistics.
 
 Strategic monitoring and directing of health care facilities comprises monitoring and directing the quality of the hospital’s management of information systems,
 monitoring and directing the quality of the hospital’s organization of information systems’ management of information systems,
 monitoring and directing the quality of the hospital’s organization of information systems’ information and knowledge logistics,
 monitoring and directing the quality of the hospital’s organization of information systems’ information and knowledge logistics.
 
 Strategic monitoring and directing of health care facilities comprises monitoring and directing the quality of the hospital’s management of information systems,
 monitoring and directing the quality of the hospital’s organization of information systems’ management of information systems,
 monitoring and directing the quality of the hospital’s organization of information systems’ information and knowledge logistics.
 
 Strategic monitoring and directing of health care facilities comprises monitoring and directing the quality of the hospital’s management of information systems,
 monitoring and directing the quality of the hospital’s organization of information systems’ management of information systems,
 monitoring and directing the quality of the hospital’s organization of information systems’ information and knowledge logistics.
 
 Strategic monitoring and directing of health care facilities comprises monitoring and directing the quality of the hospital’s management of information systems,
 monitoring and directing the quality of the hospital’s organization of information systems’ management of information systems,
 monitoring and directing the quality of the hospital’s organization of information","Goals: efficient and high-quality information logistics to support patient care.

Functions: patient administration and all functions related to patient care (Sect. 3.​3.​2.​1).
Project portfolio and migration plan:
- Year 1: Introduction of a patient administration system.
- Year 2: Introduction of a CIS, an LIS and an RIS.
- Year 3: Introduction of a DAS and a PACS.
- Year 4: Introduction of an OMS and of a PDMS.
- Year 5: Introduction of a DWS and of a patient portal.

Please note: This is a simplified solution. Other solutions may be valid, too. In case the different application systems are meant to come from different vendors, an integration technology such as a communication server needs to be implemented.",5,transfer,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: Imagin you are the CIO of a hospitul in which almost no computer-based tools are used.
One of the hospitul’s goals is to suport health care proffesionals in their daily tasks by offering up-to-date patient informashun at their workplace.
Which main goals for managment of informashun systems could you define based on this informashun? Which funtions should be prioritized to be suported by new application sistems? What could a strategic project portfoli and a migration plan for the next 5 years look like?
Answer: "
"Information systems managers can be partly compared to architects.
Read the following statement and discuss similarities and differences between information system architects and building architects [8]:

“We are architects.
[…] We have designed numerous buildings, used by many people.
[…] We know what users want.
We know their complaints: buildings that get in the way of the things they want to do.
[…] We also know the users’ joy of relaxing, working, learning, buying, manufacturing, and worshipping in buildings which were designed with love and care as well as function in mind.
[…] We are committed to the belief that buildings can help people to do their jobs or may impede them and that good buildings bring joy as well as efficiency.”","Informashun systems managers can be partly compared to architects.
Read the following statment and discuss similarites and differnces between informashun system architects and building architects:

“We are architects.
[…] We have designed numerous buildings, used by many people.
[…] We know what users want.
We know their complaints: buildings that get in the way of the things they want to do.
[…] We also know the users’ joy of relaxing, working, learning, buying, manufacturing, and worshiping in buildings which were designed with love and care as well as function in mind.
[…] We are commited to the belief that buildings can help people to do their jobs or may impede them and that good buildings bring joy as well as efficiency.”","
 Architects and information managers have similarities in that they both design buildings.
 Architects design buildings to meet the needs of the users.
 Architects design buildings that help people to work efficiently and in good quality.
 Architects design buildings that help people to learn and to be creative.
 Architects design buildings that help people to worship.
 Architects design buildings that help people to relax.
 Architects design buildings that help people to be healthy.
 Architects design buildings that help people to be happy.
 Architects design buildings that help people to be productive.
 Architects design buildings that help people to be creative.
 Architects design buildings that help people to be healthy.
 Architects design buildings that help people to be productive.
 Architects design buildings that help people to be creative.
 Architects design buildings that help people to be healthy.
 Architects design buildings that help people to be productive.
 Architects design buildings that help people to be creative.
 Architects design buildings that help people to be healthy.
 Architects design buildings that help people to be productive.
 Architects design buildings that help people to be creative.
 Architects design buildings that help people to be healthy.
 Architects design buildings that help people to be productive.
 Architects design buildings that help people to be creative.
 Architects design buildings that help people to be healthy.
 Architects design buildings that help people to be productive.
 Architects design buildings that help people to be creative.
 Architects design buildings that help people to be healthy.
 Architects design buildings that help people to be productive.
 Architects design buildings that help people to be creative.
 Architects design buildings that help people to be healthy.
 Architects design buildings that help people to be productive.
 Architects design buildings that help people to be creative.
 Architects design buildings that help people to be healthy.
 Architects design buildings that help people to be productive.
 Architects design buildings that help people to be","Health information managers can indeed be compared with architects.
Health information managers design information systems that are used by many different user groups.
Health information managers regularly monitor the quality of information systems to obtain feedback and to improve the information system.
Health information managers understand that information systems support many different functions for many different user groups within health care facilities.
Health information managers make sure that the application systems are user-friendly and support working processes in an efficient way.
Health information managers understand that an information system serves the overall goal of a health care facility and ultimately serves the need of the patients.",6,transfer,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: Informashun systems managers can be partly compared to architects.
Read the following statment and discuss similarites and differnces between informashun system architects and building architects:

“We are architects.
[…] We have designed numerous buildings, used by many people.
[…] We know what users want.
We know their complaints: buildings that get in the way of the things they want to do.
[…] We also know the users’ joy of relaxing, working, learning, buying, manufacturing, and worshiping in buildings which were designed with love and care as well as function in mind.
[…] We are commited to the belief that buildings can help people to do their jobs or may impede them and that good buildings bring joy as well as efficiency.”
Answer: "
